Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label
34.08,6,63.96,1586.119998,0,0.26,0.01,0.3,0.86,0,0,86,26,0,1,0,0.03,0,0,0,0,0,1,0,0,0,0,0,1,1,9630,66,234,96.3,57.48965651,96.3,0.000630469,100,3305.060606,DDoS-SlowLoris
34.24,6,63.96,1961.054797,0,0.28,0,0.29,0.86,0,0,86,28,0,0,0,0.01,0,0,0,0,0,1,0,0,0,0,0,1,1,9630,66,234,96.3,58.53333678,96.3,0.000509942,100,3426.151515,DDoS-SlowLoris
34.24,6,64,2162.068095,0,0.28,0,0.3,0.86,0,0,86,28,0,0,0,0.02,0,0,0,0,0,1,0,0,0,0,0,1,1,9642,66,234,96.42,57.4227949,96.42,0.00046253,100,3297.377374,DDoS-SlowLoris
34.24,6,63.92,1558.72249,0,0.28,0,0.28,0.86,0,0,86,28,0,0,0,0.02,0,0,0,0,0,1,0,0,0,0,0,1,1,9462,66,234,94.62,56.93018585,94.62,0.000641561,100,3241.046061,DDoS-SlowLoris
34.24,6,64,2137.072515,0,0.28,0,0.31,0.86,0,0,86,28,0,0,0,0.02,0,0,0,0,0,1,0,0,0,0,0,1,1,9812,66,234,98.12,58.95646057,98.12,0.000467939,100,3475.864242,DDoS-SlowLoris
32.32,6,61.36,2243.363196,0,0.2,0,0.2,0.86,0,0,86,20,0,0,0,0.28,0,0,0,0,0,0.96,0,0,0.04,0,0,0.96,0.96,44006,60,1514,440.06,611.5936926,440.06,0.000445769,100,374046.8448,DDoS-SlowLoris
33.28,6,64,3535.916372,0,0.16,0,0.2,0.92,0,0,92,16,0,0,0.02,0.38,0,0,0,0,0,1,0,0,0,0,0,1,1,83890,66,5858,838.9,1161.008779,838.9,0.000282862,100,1347941.384,DDoS-SlowLoris
31.84,6,75.12,2080.301557,0,0.2,0.1,0.25,0.84,0,0,84,20,0,10,0.06,0.08,0,0,0,0,0,0.94,0.02,0,0.04,0,0,0.96,0.96,9170,60,234,91.7,54.34764638,91.7,0.000480709,100,2953.666667,DDoS-SlowLoris
32,6,144,2615.750742,0,0.12,0,0.15,0.9,0,0,90,12,0,0,0,0.52,0,0,0,0,0,0.96,0.04,0,0,0,0,1,1,9606,66,917,96.06,124.3976046,96.06,0.000382309,100,15474.76404,DDoS-SlowLoris
33.04,6,76.16,1877.402086,0,0.25,0,0.3,0.83,0,0,83,25,0,0,0,0.08,0,0,0,0,0,0.96,0.04,0,0,0,0,1,1,10004,66,234,100.04,58.96924725,100.04,0.000532701,100,3477.372121,DDoS-SlowLoris
33.68,6,71,1670.957564,0,0.27,0,0.28,0.85,0,0,85,27,0,0,0,0.06,0,0,0,0,0,0.98,0.02,0,0,0,0,1,1,9764,66,234,97.64,59.95242558,97.64,0.000598469,100,3594.293333,DDoS-SlowLoris
33.76,6,67.82,1094.24714,0,0.28,0,0.29,0.84,0,0,84,28,0,0,0,0.04,0,0,0,0,0,0.98,0.02,0,0,0,0,1,1,9806,66,234,98.06,58.76864759,98.06,0.000913882,100,3453.753939,DDoS-SlowLoris
32.72,6,61.36,2239.087774,0,0.25,0,0.27,0.84,0,0,84,25,0,0,0,0.02,0,0,0,0,0,0.96,0,0,0.04,0,0,0.96,0.96,9246,60,234,92.46,55.45849663,92.46,0.00044662,100,3075.644848,DDoS-SlowLoris
33.36,6,65.1,709.8246214,0,0.17,0,0.24,0.92,0,0,92,17,0,0,0,0.35,0,0,0,0,0,1,0,0,0,0,0,1,1,54790,66,2962,547.9,736.9129782,547.9,0.001408808,100,543040.7374,DDoS-SlowLoris
31.52,6,76.09,1214.240966,0,0,0.42,0.02,0.98,0,0,98,0,0,42,0,0.56,0,0,0,0,0,0.98,0.02,0,0,0,0,1,1,106988,66,5858,1069.88,1372.643805,1069.88,0.000823591,100,1884151.016,DDoS-SlowLoris
32,6,170.43,1705.840678,0,0,0.28,0.08,1,0,0,100,0,0,28,0,0.7,0,0,0,0,0,1,0,0,0,0,0,1,1,7684,66,336,76.84,43.18967329,76.84,0.000586231,100,1865.347879,DDoS-SlowLoris
29.6,6,81.13,1106.364166,0.04,0,0.72,0.08,0.89,0,0,89,0,4,72,0,0.23,0,0,0,0,0,0.95,0.05,0,0,0,0,1,1,7878,60,230,78.78,39.36223386,78.78,0.0009039,100,1549.385455,DDoS-SlowLoris
30.8,6,67.11,705.4229877,0,0,0.91,0.04,0.93,0,0,93,0,0,91,0,0.12,0,0,0,0,0,0.99,0.01,0,0,0,0,1,1,7076,60,230,70.76,24.06183952,70.76,0.001417639,100,578.9721212,DDoS-SlowLoris
32,6,63.92,1528.608863,0,0,0.98,0,1,0,0,100,0,0,98,0,0.02,0,0,0,0,0,1,0,0,0,0,0,1,1,6600,66,66,66,0,66,0.00065419,100,0,DDoS-SlowLoris
30.32,6,63.86,1917.212062,0,0,0.81,0.04,0.93,0,0,93,0,0,81,0,0.12,0,0,0,0,0,0.93,0.07,0,0,0,0,1,1,20504,60,1514,205.04,405.1072166,205.04,0.000521591,100,164111.857,DDoS-SlowLoris
27.12,6,95.72,148.2414655,0,0,0,0.31,0.81,0,0,81,0,0,0,0.01,0.72,0.04,0,0,0,0,0.81,0.15,0,0.04,0,0,0.96,0.96,32325,60,1840,323.25,471.5856419,323.25,0.00674576,100,222393.0177,DDoS-SlowLoris
29.6,6,123.71,314.9300094,0,0,0,0.19,0.92,0,0,92,0,0,0,0.05,0.83,0.08,0,0,0,0,0.92,0.08,0,0,0,0,1,1,81091,60,7306,810.91,1423.707219,810.91,0.003175359,100,2026942.244,DDoS-SlowLoris
31.52,6,126.64,243.8845185,0,0,0,0.16,0.92,0,0,92,0,0,0,0,0.82,0.08,0,0,0,0,0.92,0.08,0,0,0,0,1,1,52224,66,5858,522.24,1249.123435,522.24,0.004100311,100,1560309.356,DDoS-SlowLoris
28.32,6,108.57,103.6945362,0,0,0,0.26,0.88,0,0,88,0,0,0,0,0.8,0,0,0,0,0,0.88,0.02,0,0.1,0,0,0.9,0.9,49632,60,4410,496.32,1009.800789,496.32,0.00964371,100,1019697.634,DDoS-SlowLoris
30.56,6,137.52,178.4197512,0,0,0,0.2,0.95,0,0,95,0,0,0,0,0.91,0.01,0,0,0,0,0.95,0.05,0,0,0,0,1,1,74131,66,5858,741.31,1308.298036,741.31,0.00560477,100,1711643.751,DDoS-SlowLoris
26.88,6,124.99,300.866021,0,0,0,0.12,0.81,0,0,81,0,0,0,0,0.77,0.07,0,0,0,0,0.81,0.15,0,0.02,0.02,0,0.98,0.98,62169,60,1514,621.69,677.0183247,621.69,0.003323779,100,458353.812,DDoS-SlowLoris
27.04,6,107.45,286.3950367,0,0,0,0.14,0.8,0,0,80,0,0,0,0,0.74,0.08,0,0,0,0,0.8,0.18,0,0.02,0,0,0.98,0.98,71060,60,2962,710.6,747.8142966,710.6,0.003491681,100,559226.2222,DDoS-SlowLoris
30.2,6,138.48,444.7486038,0,0,0,0.1,0.92,0,0,92,0,0,0,0,0.87,0,0,0,0,0,0.92,0.08,0,0,0,0,1,1,61688,60,4410,616.88,904.062339,616.88,0.002248511,100,817328.7127,DDoS-SlowLoris
25.72,6,119.54,249.5857795,0,0,0,0.09,0.76,0,0,76,0,0,0,0,0.71,0,0,0,0,0,0.76,0.22,0,0.02,0,0,0.98,0.98,49833,60,2962,498.33,724.0159613,498.33,0.004006648,100,524199.1122,DDoS-SlowLoris
27.56,6,124.22,197.2098289,0,0,0,0.2,0.88,0,0,88,0,0,0,0,0.79,0,0,0,0,0,0.88,0.06,0,0.06,0,0,0.94,0.94,48317,60,2962,483.17,685.0456603,483.17,0.005070791,100,469287.5567,DDoS-SlowLoris
27.72,6,102.71,145.5104065,0,0,0,0.19,0.86,0,0,86,0,0,0,0,0.73,0,0,0,0,0,0.86,0.1,0,0.04,0,0,0.96,0.96,76988,60,11650,769.88,1688.360548,769.88,0.00687237,100,2850561.339,DDoS-SlowLoris
31.04,6,134.5,183.7330501,0,0,0,0.2,0.96,0,0,96,0,0,0,0,0.9,0,0,0,0,0,0.96,0.04,0,0,0,0,1,1,47026,66,1514,470.26,626.3265295,470.26,0.005442688,100,392284.9216,DDoS-SlowLoris
24.32,6,90.53,177.9340445,0,0,0,0.24,0.74,0,0,74,0,0,0,0,0.62,0.08,0,0,0,0,0.74,0.08,0,0.16,0.02,0,0.84,0.84,54284,60,8754,542.84,1490.44971,542.84,0.005620072,100,2221440.338,DDoS-SlowLoris
30.08,6,119.58,239.4000934,0,0,0,0.17,0.92,0,0,92,0,0,0,0.06,0.82,0,0,0,0,0,0.92,0.08,0,0,0,0,1,1,42756,60,2882,427.56,665.3731894,427.56,0.004177158,100,442721.4812,DDoS-SlowLoris
25.46341463,6,76.41463415,268.9062124,0,0,0,0.158536585,0.780487805,0,0,64,0,0,0,0,0.731707317,0,0,0,0,0,0.780487805,0.024390244,0,0.195121951,0,0,0.804878049,0.804878049,61068,60,2962,744.7317073,840.1532642,744.7317073,0.003718818,82,705857.5074,DDoS-SlowLoris
31.52,6,122.95,314.1097237,0,0,0,0.05,0.98,0,0,98,0,0,0,0,0.98,0,0,0,0,0,0.98,0.02,0,0,0,0,1,1,105645,66,7306,1056.45,1077.322498,1056.45,0.003183601,100,1160623.765,DDoS-SlowLoris
29.28,6,117.99,125.030935,0.02,0.02,0.02,0.2,0.87,0.02,0.01,87,2,2,2,0,0.69,0,0,0,0,0,0.9,0.07,0,0.03,0,0,0.97,0.97,50278,60,4410,502.78,850.2576743,502.78,0.008004401,100,722938.1127,DDoS-SlowLoris
28.04,6,106.97,79.6720046,0,0,0,0.21,0.86,0,0,86,0,0,0,0,0.79,0.04,0,0,0,0,0.86,0.08,0,0.06,0,0,0.94,0.94,54880,60,2962,548.8,757.1809626,548.8,0.01255146,100,573323.0101,DDoS-SlowLoris
24.24,6,109.79,110.881838,0,0,0,0.16,0.7,0,0,70,0,0,0,0,0.66,0.08,0,0,0,0,0.7,0.23,0,0.07,0,0,0.93,0.93,42215,60,2962,422.15,636.8362518,422.15,0.009024808,100,405560.4116,DDoS-SlowLoris
28.16,6,118.24,180.3839569,0,0,0,0.08,0.84,0,0,84,0,0,0,0,0.8,0,0,0,0,0,0.84,0.16,0,0,0,0,1,1,80442,62,4410,804.42,856.1557394,804.42,0.005712211,100,733002.6501,DDoS-SlowLoris
29.8,6,128.54,353.7270208,0,0,0,0.09,0.93,0,0,93,0,0,0,0,0.9,0,0,0,0,0,0.93,0.05,0,0.01,0.01,0,0.99,0.99,93244,60,7306,932.44,1236.034604,932.44,0.002835848,100,1527781.542,DDoS-SlowLoris
27.8,6,121.46,82.15117855,0,0,0,0.14,0.83,0,0,83,0,0,0,0.03,0.79,0.04,0,0,0,0,0.83,0.17,0,0,0,0,1,1,56346,60,2962,563.46,714.5089494,563.46,0.012198851,100,510523.0388,DDoS-SlowLoris
30.56,6,145.21,87.82738667,0,0,0,0.15,0.94,0,0,94,0,0,0,0,0.94,0.01,0,0,0,0,0.94,0.06,0,0,0,0,1,1,51167,66,2962,511.67,701.6839493,511.67,0.011392839,100,492360.3647,DDoS-SlowLoris
25.68,6,110.05,104.922757,0.02,0.02,0,0.25,0.75,0,0,75,2,2,0,0,0.67,0.11,0,0,0,0,0.76,0.18,0,0.04,0.02,0,0.96,0.96,56804,60,13583,568.04,1580.079642,568.04,0.009530852,100,2496651.675,DDoS-SlowLoris
29.08,6,130.34,168.0062263,0,0,0,0.18,0.92,0,0,92,0,0,0,0,0.75,0,0,0,0,0,0.92,0.06,0,0.02,0,0,0.98,0.98,63866,60,2962,638.66,795.5660106,638.66,0.006048,100,632925.2772,DDoS-SlowLoris
29.32,6,129.42,281.7711195,0,0,0,0.08,0.93,0,0,93,0,0,0,0,0.88,0,0,0,0,0,0.93,0.02,0,0.05,0,0,0.95,0.95,77993,60,2962,779.93,881.3079038,779.93,0.003548989,100,776703.6213,DDoS-SlowLoris
28.6,6,121.42,159.8516392,0,0,0,0.15,0.87,0,0,87,0,0,0,0,0.85,0,0,0,0,0,0.87,0.11,0,0.02,0,0,0.98,0.98,68697,60,2962,686.97,771.6774651,686.97,0.006364651,100,595486.1102,DDoS-SlowLoris
26.36,6,133.31,130.6265634,0.01,0,0,0.13,0.79,0,0,79,0,1,0,0,0.74,0.04,0,0,0,0,0.79,0.18,0,0.03,0,0,0.97,0.97,44810,60,2962,448.1,641.3091015,448.1,0.00765712,100,411277.3636,DDoS-SlowLoris
24.48,6,110.08,84.03290229,0.01,0,0,0.18,0.74,0,0,74,0,1,0,0,0.71,0,0,0,0,0,0.74,0.1,0,0.15,0.01,0,0.85,0.85,53028,60,13583,530.28,1539.958947,530.28,0.012142329,100,2371473.557,DDoS-SlowLoris
23,6,96.08,117.4384263,0,0,0,0.11,0.69,0,0,69,0,0,0,0,0.64,0.04,0,0,0,0,0.69,0.1,0,0.21,0,0,0.79,0.79,50319,60,5858,503.19,897.5117308,503.19,0.00885699,100,805527.307,DDoS-SlowLoris
24.88,6,106.16,168.2904272,0,0,0,0.08,0.76,0,0,76,0,0,0,0,0.73,0,0,0,0,0,0.76,0.07,0,0.14,0.03,0,0.86,0.86,76417,60,5858,764.17,999.4508195,764.17,0.005947459,100,998901.9405,DDoS-SlowLoris
27.92,6,114.18,174.7753379,0,0,0,0.11,0.86,0,0,86,0,0,0,0,0.83,0,0,0,0,0,0.86,0.05,0,0.06,0.03,0,0.94,0.94,74793,60,4895,747.93,858.7954479,747.93,0.005741951,100,737529.6213,DDoS-SlowLoris
19.92,6,87.2,144.926072,0,0,0,0.12,0.53,0,0,53,0,0,0,0,0.53,0.04,0,0,0,0,0.53,0.37,0.01,0.1,0,0,0.9,0.9,48487,60,4410,484.87,836.8382494,484.87,0.007267139,100,700298.2557,DDoS-SlowLoris
18.6,6,101.32,185.4111373,0,0,0,0.1,0.49,0,0,49,0,0,0,0,0.48,0.04,0,0,0,0,0.49,0.38,0,0.07,0.06,0,0.93,0.93,29867,60,2882,298.67,551.6206253,298.67,0.005394499,100,304285.3142,DDoS-SlowLoris
27,6,107.66,96.17298693,0,0,0,0.25,0.85,0,0,85,0,0,0,0.03,0.72,0,0,0,0,0,0.85,0.08,0.01,0.06,0.01,0,0.94,0.94,55170,60,2962,551.7,724.8514233,551.7,0.010420132,100,525409.5859,DDoS-SlowLoris
28.96,6,128.62,176.1670854,0,0,0,0.11,0.9,0,0,90,0,0,0,0.02,0.81,0.08,0,0,0,0,0.9,0.08,0,0.01,0.01,0,0.99,0.99,72861,60,4410,728.61,1032.114569,728.61,0.005706239,100,1065260.483,DDoS-SlowLoris
30.68,6,128.7,246.6737045,0.02,0,0,0.06,0.95,0,0,95,0,2,0,0,0.92,0,0,0,0,0,0.95,0.05,0,0,0,0,1,1,76053,60,4410,760.53,815.0435875,760.53,0.00405808,100,664296.0496,DDoS-SlowLoris
22.04,6,83.4,78.14025513,0,0.04,0,0.24,0.61,0,0,61,4,0,0,0,0.47,0.08,0,0,0,0,0.63,0.3,0.01,0.06,0.01,0,0.94,0.94,23708,60,3168,237.08,590.2794011,237.08,0.013263102,100,348429.7713,DDoS-SlowLoris
24.96,6,112.92,69.20339042,0.05,0,0,0.41,0.76,0,0,76,0,5,0,0.02,0.58,0,0,0,0,0,0.76,0.17,0,0.05,0.02,0,0.95,0.95,13111,60,906,131.11,127.7164548,131.11,0.014489839,100,16311.49283,DDoS-SlowLoris
16.04,17,91.91,51.26359138,0,0.02,0,0.2,0.4,0,0,40,2,0,0,0,0.34,0.12,0,0,0,0,0.41,0.49,0.06,0.08,0.02,0,0.92,0.92,11884,60,350,118.84,78.00812183,118.84,0.019509611,100,6085.267071,DDoS-SlowLoris
20.56,6,89.07,64.33843059,0,0.02,0,0.31,0.62,0,0,62,2,0,0,0,0.25,0.08,0,0,0,0,0.63,0.24,0.07,0.12,0.01,0,0.88,0.88,16096,60,3492,160.96,351.0650151,160.96,0.015558288,100,123246.6448,DDoS-SlowLoris
19.44,6,92.73,74.7746805,0.02,0,0,0.3,0.54,0,0,54,0,2,0,0,0.33,0.04,0,0,0,0,0.54,0.39,0.04,0.06,0.01,0,0.94,0.94,14233,60,569,142.33,113.6887524,142.33,0.013386121,100,12925.13242,DDoS-SlowLoris
17.36,6,82.73,65.66751973,0.02,0,0,0.25,0.48,0,0,48,0,2,0,0.06,0.38,0.04,0,0,0,0,0.48,0.28,0,0.17,0.07,0,0.83,0.83,14272,60,551,142.72,111.0572771,142.72,0.015244119,100,12333.71879,DDoS-SlowLoris
17.12,6,73.7,53.06041795,0.01,0,0,0.25,0.48,0,0,48,0,1,0,0.01,0.32,0.08,0,0,0,0,0.48,0.25,0,0.2,0.07,0,0.8,0.8,12405,60,792,124.05,118.8090204,124.05,0.018948112,100,14115.58333,DDoS-SlowLoris
14.2,17,75.61,0.331470311,0.01,0,0,0.14,0.32,0,0,32,0,1,0,0.02,0.21,0.08,0,0,0,0,0.32,0.57,0,0.1,0.01,0,0.9,0.9,9439,60,345,94.39,63.29981489,94.39,3.01688498,100,4006.866566,DDoS-SlowLoris
18.64,17,95.03,80.08476073,0.04,0,0,0.19,0.45,0,0,45,0,4,0,0.03,0.35,0.08,0,0,0,0,0.45,0.53,0.04,0.02,0,0,0.98,0.98,11861,60,385,118.61,86.43183745,118.61,0.012587779,100,7470.462525,DDoS-SlowLoris
22.36,6,77.32,45.19335027,0,0,0,0.32,0.64,0,0,64,0,0,0,0,0.51,0.04,0,0,0,0,0.64,0.28,0,0.08,0,0,0.92,0.92,10492,60,230,104.92,49.87918333,104.92,0.02220705,100,2487.932929,DDoS-SlowLoris
18.72,6,105.09,67.76701727,0,0,0,0.25,0.49,0,0,49,0,0,0,0.03,0.37,0.04,0,0,0,0,0.49,0.47,0,0.04,0,0,0.96,0.96,35545,60,1392,355.45,454.7754774,355.45,0.014828691,100,206820.7348,DDoS-SlowLoris
8,17,61.76,1633.028866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,124198,75,1392,1241.98,413.0238817,1241.98,0.000612369,100,170588.7269,DDoS-SlowLoris
8,17,62.07,2791.884552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,134088,75,1392,1340.88,252.0572438,1340.88,0.000358191,100,63532.85414,DDoS-SlowLoris
8,17,60.32,2578.46029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,128669,75,1392,1286.69,358.9230157,1286.69,0.000390849,100,128825.7312,DDoS-SlowLoris
8.72,17,60.64,1530.94668,0,0,0,0.03,0.03,0,0,3,0,0,0,0,0.02,0,0,0,0,0,0.03,0.97,0,0,0,0,1,1,118349,75,1392,1183.49,478.207501,1183.49,0.0006532,100,228682.414,DDoS-SlowLoris
18.76,6,97.84,65.87481269,0.03,0,0,0.24,0.51,0,0,51,0,3,0,0.04,0.38,0.04,0,0,0,0,0.51,0.41,0,0.06,0.02,0,0.94,0.94,15123,60,779,151.23,170.0425885,151.23,0.01532021,100,28914.48192,DDoS-SlowLoris
26.16,6,117.04,69.73112238,0.02,0.02,0,0.32,0.74,0,0,74,2,2,0,0,0.72,0.08,0,0,0,0,0.75,0.22,0,0.01,0.02,0,0.99,0.99,21673,60,2922,216.73,381.3372498,216.73,0.014490969,100,145418.0981,DDoS-SlowLoris
24.36,6,96.06,57.84703533,0,0,0,0.37,0.7,0,0,70,0,0,0,0,0.56,0,0,0,0,0,0.7,0.26,0,0.02,0.02,0,0.98,0.98,18054,60,792,180.54,192.1682985,180.54,0.017399912,100,36928.65495,DDoS-SlowLoris
32.36,6,68.62,546.9951356,0,0.28,0,0.31,0.79,0,0,79,28,0,0,0,0.08,0,0,0,0,0,0.94,0.02,0,0.04,0,0,0.96,0.96,9345,60,234,93.45,52.46593411,93.45,0.00188581,100,2752.674242,DDoS-SlowLoris
32.76,6,61.44,1399.230046,0,0.31,0,0.26,0.78,0,0,78,31,0,0,0,0.01,0,0,0,0,0,0.95,0,0,0.05,0,0,0.95,0.95,9185,60,234,91.85,53.90365048,91.85,0.000717559,100,2905.603535,DDoS-SlowLoris
33.68,6,62.68,2229.648885,0,0.29,0,0.29,0.83,0,0,83,29,0,0,0,0.01,0,0,0,0,0,0.98,0,0,0.02,0,0,0.98,0.98,9627,60,234,96.27,58.56427963,96.27,0.000448511,100,3429.774848,DDoS-SlowLoris
33.68,6,63.32,1059.893008,0,0.25,0,0.28,0.86,0,0,86,25,0,0,0,0.02,0,0,0,0,0,0.99,0,0,0.01,0,0,0.99,0.99,9440,60,234,94.4,56.24603241,94.4,0.000943511,100,3163.616162,DDoS-SlowLoris
34.32,6,64,1214.093346,0,0.29,0,0.29,0.86,0,0,86,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9784,66,234,97.84,60.08659072,97.84,0.000824959,100,3610.398384,DDoS-SlowLoris
34.24,6,64,1210.023368,0,0.25,0,0.29,0.87,0,0,87,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9484,66,234,94.84,56.86928482,94.84,0.000836201,100,3234.115556,DDoS-SlowLoris
32.56,6,63.96,1313.852718,0,0.27,0,0.28,0.81,0,0,81,27,0,0,0,0.02,0.04,0,0,0,0,0.94,0.04,0,0.02,0,0,0.98,0.98,9593,60,234,95.93,57.10211569,95.93,0.000762339,100,3260.651616,DDoS-SlowLoris
33.52,6,64,1373.362497,0,0.28,0,0.29,0.83,0,0,83,28,0,0,0,0.01,0,0,0,0,0,0.97,0.03,0,0,0,0,1,1,9535,60,234,95.35,57.28563467,95.35,0.000728149,100,3281.643939,DDoS-SlowLoris
32.56,6,66.98,1243.814444,0,0.25,0,0.24,0.82,0,0,82,25,0,0,0,0.01,0.04,0,0,0,0,0.94,0.06,0,0,0,0,1,1,9304,62,234,93.04,55.1737238,93.04,0.00080399,100,3044.139798,DDoS-SlowLoris
33.36,6,65.57,1021.085817,0,0.27,0,0.29,0.83,0,0,83,27,0,0,0,0.02,0,0,0,0,0,0.97,0.02,0,0,0.01,0,1,1,9656,62,234,96.56,57.58354844,96.56,0.00098608,100,3315.865051,DDoS-SlowLoris
34,6,63.73,966.0154865,0,0.28,0,0.3,0.85,0,0,85,28,0,0,0,0.02,0,0,0,0,0,0.99,0.01,0,0,0,0,1,1,9711,62,234,97.11,58.78687667,97.11,0.00103518,100,3455.896869,DDoS-SlowLoris
34.24,6,65.72,828.7893518,0,0.28,0,0.29,0.86,0,0,86,28,0,0,0,0.02,0,0,0,0,0,1,0,0,0,0,0,1,1,9550,66,234,95.5,57.18771147,95.5,0.00120667,100,3270.434343,DDoS-SlowLoris
34.16,6,63.96,1020.489576,0,0.27,0,0.28,0.86,0,0,86,27,0,0,0,0.03,0,0,0,0,0,1,0,0,0,0,0,1,1,9379,66,234,93.79,55.54874009,93.79,0.000979931,100,3085.662525,DDoS-SlowLoris
34,6,63.32,1263.279892,0,0.29,0,0.27,0.85,0,0,85,29,0,0,0,0.02,0,0,0,0,0,0.99,0,0,0.01,0,0,0.99,0.99,9214,60,234,92.14,53.75214724,92.14,0.00079165,100,2889.293333,DDoS-SlowLoris
32.56,6,64,4639.97345,0,0.07,0,0.84,0.96,0,0,96,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,8380,66,234,83.8,34.82568424,83.8,0.000256748,100,1212.828283,DDoS-SlowLoris
32.24,6,64,12150.7112,0,0.03,0,0.6,0.99,0,0,99,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7447,66,234,74.47,17.03499369,74.47,8.53E-05,100,290.1910101,DDoS-SlowLoris
32.32,6,63.96,4997.264452,0,0.04,0,0.18,0.98,0,0,98,4,0,0,0,0.01,0,0,0,0,0,1,0,0,0,0,0,1,1,6991,66,234,69.91,17.16944373,69.91,0.00020144,100,294.789798,DDoS-SlowLoris
33.36,6,63.36,1796.26811,0,0.21,0,0.14,0.88,0,0,88,21,0,0,0,0,0,0,0,0,0,0.99,0,0,0.01,0,0,0.99,0.99,7631,60,234,76.31,32.96974279,76.31,0.000556719,100,1087.003939,DDoS-SlowLoris
34.44,6,64.6,1792.146574,0,0.32,0,0.32,0.83,0,0,83,32,0,0,0,0.02,0,0,0,0,0,1,0,0,0,0,0,1,1,9870,66,234,98.7,58.81257682,98.7,0.000558012,100,3458.919192,DDoS-SlowLoris
34.12,6,64,2163.618356,0,0.28,0,0.23,0.88,0,0,88,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,8845,66,234,88.45,50.06669794,88.45,0.000462198,100,2506.674242,DDoS-SlowLoris
34.04,6,66.29,1524.602701,0,0.27,0,0.3,0.86,0,0,86,27,0,0,0,0.04,0,0,0,0,0,1,0,0,0,0,0,1,1,9708,60,234,97.08,58.82325521,97.08,0.00068928,100,3460.175354,DDoS-SlowLoris
34.24,6,64,1675.998673,0,0.28,0,0.33,0.84,0,0,84,28,0,0,0,0.01,0,0,0,0,0,1,0,0,0,0,0,1,1,9780,66,234,97.8,58.53204251,97.8,0.000596681,100,3426,DDoS-SlowLoris
33.6,6,64,1347.34678,0,0.23,0,0.27,0.88,0,0,88,23,0,0,0,0,0,0,0,0,0,0.99,0.01,0,0,0,0,1,1,9862,66,234,98.62,61.80725661,98.62,0.000742209,100,3820.13697,DDoS-SlowLoris
33.68,6,62.64,1195.227416,0,0.29,0,0.29,0.84,0,0,84,29,0,0,0,0.03,0,0,0,0,0,0.98,0,0,0.02,0,0,0.98,0.98,9713,60,234,97.13,59.04161433,97.13,0.000836661,100,3485.912222,DDoS-SlowLoris
34.44,6,64,1659.999446,0,0.29,0,0.28,0.85,0,0,85,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9339,66,234,93.39,55.07953753,93.39,0.00061588,100,3033.755455,DDoS-SlowLoris
33.76,6,63.96,1606.089987,0,0.26,0,0.3,0.86,0,0,86,26,0,0,0,0.02,0,0,0,0,0,0.99,0,0,0,0.01,0,1,1,9719,66,234,97.19,58.77154795,97.19,0.00062264,100,3454.094848,DDoS-SlowLoris
34.4,6,64,2573.334724,0,0.3,0,0.27,0.85,0,0,85,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9166,66,234,91.66,53.29301885,91.66,0.00038861,100,2840.145859,DDoS-SlowLoris
34,6,63.96,1210.288728,0,0.25,0,0.35,0.86,0,0,86,25,0,0,0,0.02,0,0,0,0,0,1,0,0,0,0,0,1,1,10236,66,234,102.36,62.93326913,102.36,0.000948069,100,3960.596364,DDoS-SlowLoris
34.32,6,63.96,965.3818091,0,0.29,0,0.26,0.86,0,0,86,29,0,0,0,0.01,0,0,0,0,0,1,0,0,0,0,0,1,1,9206,66,234,92.06,53.77296456,92.06,0.001037331,100,2891.531717,DDoS-SlowLoris
34,6,63.32,1452.386707,0,0.29,0,0.29,0.84,0,0,84,29,0,0,0,0.01,0,0,0,0,0,0.99,0,0,0.01,0,0,0.99,0.99,9486,60,234,94.86,56.85939063,94.86,0.000692961,100,3232.990303,DDoS-SlowLoris
33.52,6,62.69,2453.024534,0,0.26,0,0.27,0.87,0,0,87,26,0,0,0,0.01,0,0,0,0,0,0.98,0.01,0,0.01,0,0,0.99,0.99,9484,60,234,94.84,57.01067063,94.84,0.00040767,100,3250.216566,DDoS-SlowLoris
